#AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd, number_events = 0
AfcsOn, AltAGL, AltB, AltGPS, AltMSL, AltMSL Lag Diff, amp1, AOASimple, BaroA, COM1, COM2, CRS, DensityRatio, E1 CHT1, E1 EGT Divergence, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 FFlow, E1 MAP, E1 OilP, E1 OilT, E1 RPM, E2 CHT1, E2 EGT Divergence, E2 EGT1, E2 EGT2, E2 EGT3, E2 EGT4, E2 FFlow, E2 MAP, E2 OilP, E2 OilT, E2 RPM, FQtyL, FQtyR, GndSpd, HAL, HCDI, HDG, HPLfd, HPLwas, IAS, LatAc, MagVar, NormAc, OAT, PichC, Pitch, Roll, RollC, Stall Index, TAS, Total Fuel, TRK, True Airspeed(ft/min), VAL, VCDI, volt1, VPLwas, VSpd, VSpd Calculated, VSpdG, WndDr, WndSpd
1.0, 2139.0, 3160.2, 3040.5, 3130.0, -129.0999999999999, 15.0, 1.2404455615668062, 29.68, 122.8, 119.025, 132.0, 0.9658209586619084, 317.78, 77.3599999999999, 1285.94, 1300.19, 1363.3, 1334.62, 6.2, 9.67, 77.8, 151.49, 2515.8, 325.15, 38.52999999999997, 1297.23, 1297.92, 1335.76, 1320.73, 6.02, 10.2, 74.59, 144.26, 2505.5, 40.14, 36.61, 138.97, 556.0, -9.048, 40.0, 8.5, 10.0, 142.65, -0.01, 2.6, 0.01, 22.8, -2.6, -2.57, -0.03, 0.2, 0.08269637077112041, 154.0, 76.75, 40.7, 14699.074059407823, NaN, -4.101, 28.8, 13.0, -952.73, -960.0, -681.1, 49.5, 9.16
1.0, 2125.0, 3143.2, 3029.8, 3119.3, -125.79999999999973, 14.6, 1.4813660452852373, 29.68, 122.8, 119.025, 132.0, 0.9658209586619084, 317.14, 79.5, 1290.13, 1304.38, 1369.63, 1340.35, 5.42, 9.66, 77.95, 151.39, 2519.1, 324.46, 50.57999999999993, 1317.11, 1306.43, 1357.01, 1329.1, 5.49, 10.05, 74.29, 144.23, 2493.3, 39.98, 36.83, 137.0, 556.0, -8.964, 40.0, 8.5, 10.0, 140.74, 0.0, 2.6, 0.02, 22.8, -2.3, -2.26, 0.2, 0.2, 0.09875773635234913, 152.0, 76.81, 40.6, 14502.262061837062, NaN, -4.115, 28.8, 14.0, -973.64, -930.0, -641.7, 48.1, 9.29
1.0, 2115.0, 3129.2, 3020.1, 3109.6, -121.70000000000027, 15.0, 1.304113763468938, 29.68, 122.8, 119.025, 132.0, 0.9651683769330829, 316.44, 80.44000000000005, 1291.44, 1306.1, 1371.88, 1342.72, 5.16, 9.66, 77.72, 151.37, 2513.6, 323.68, 57.539999999999964, 1328.32, 1313.5, 1371.04, 1336.06, 5.0, 10.04, 74.32, 144.28, 2503.6, 39.9, 36.88, 135.08, 556.0, -8.882, 40.1, 8.5, 10.0, 138.78, 0.0, 2.6, 0.02, 23.0, -2.0, -2.0, 0.58, 0.2, 0.08694091756459586, 150.0, 76.78, 40.7, 14305.131549075306, NaN, -4.126, 28.8, 14.0, -945.02, -810.0, -590.6, 46.8, 9.43
1.0, 2106.0, 3116.2, 3011.2, 3100.7, -117.5, 15.1, 1.6017454155624153, 29.68, 122.8, 119.025, 132.0, 0.9651683769330829, 316.48, 82.76999999999998, 1292.21, 1308.09, 1374.98, 1345.43, 4.76, 9.64, 77.81, 151.35, 2514.6, 323.51, 63.460000000000036, 1333.85, 1318.94, 1382.4, 1338.65, 4.73, 10.19, 74.75, 144.21, 2510.0, 39.88, 37.0, 133.11, 556.0, -8.8, 39.9, 8.5, 10.0, 136.81, -0.01, 2.6, 0.02, 23.0, -1.8, -1.75, -0.25, 0.1, 0.10678302770416102, 147.0, 76.88, 40.7, 14102.068361644277, NaN, -4.136, 28.8, 14.0, -888.2, -810.0, -543.3, 45.7, 9.56
1.0, 2097.0, 3102.2, 3002.5, 3092.0, -113.5, 14.7, 1.8463795436194241, 29.68, 122.8, 119.025, 132.0, 0.9651683769330829, 315.05, 84.76999999999998, 1292.22, 1308.06, 1376.99, 1349.04, 4.51, 9.64, 77.88, 151.31, 2518.6, 321.93, 61.180000000000064, 1335.24, 1320.71, 1381.89, 1337.33, 4.51, 10.39, 74.8, 144.19, 2505.1, 39.83, 37.03, 131.19, 556.0, -8.72, 39.7, 8.5, 10.0, 134.77, -0.01, 2.6, 0.03, 23.0, -1.6, -1.43, 0.1, 0.2, 0.12309196957462827, 145.0, 76.86, 40.7, 13891.78973100504, NaN, -4.146, 28.8, 14.0, -864.02, -780.0, -511.8, 44.5, 9.69
1.0, 2087.0, 3090.2, 2994.7, 3084.2, -108.30000000000018, 14.6, 1.792349776013388, 29.68, 122.8, 119.025, 132.0, 0.9651683769330829, 314.17, 86.06999999999994, 1295.66, 1306.43, 1381.73, 1351.11, 4.33, 9.87, 78.33, 151.27, 2527.5, 320.87, 59.440000000000055, 1332.23, 1318.33, 1377.77, 1336.3, 4.45, 10.72, 75.01, 144.11, 2510.2, 39.84, 36.93, 129.34, 556.0, -8.642, 39.6, 8.5, 10.0, 132.74, -0.01, 2.6, 0.02, 23.0, -1.3, -1.15, 0.46, 0.5, 0.1194899850675592, 143.0, 76.77000000000001, 40.7, 13682.541877966973, NaN, -4.155, 28.8, 14.0, -820.17, -690.0, -468.5, 43.5, 9.82
1.0, 2080.0, 3079.2, 2988.0, 3077.5, -102.0, 15.0, 1.9267476968330737, 29.68, 122.8, 119.025, 132.0, 0.9645166764760044, 313.35, 86.53999999999996, 1301.44, 1306.82, 1387.98, 1352.55, 4.13, 10.18, 78.52, 151.2, 2528.4, 319.86, 58.24000000000001, 1331.47, 1315.34, 1373.58, 1340.19, 4.44, 11.01, 74.83, 144.11, 2510.3, 39.83, 36.82, 127.59, 556.0, -8.564, 39.9, 8.5, 10.0, 130.77, -0.01, 2.6, 0.01, 23.2, -1.1, -0.93, 0.86, 0.6, 0.12844984645553825, 141.0, 76.65, 40.7, 13484.031799495564, NaN, -4.161, 28.8, 13.0, -766.22, -660.0, -433.1, 42.5, 9.94
1.0, 2074.0, 3068.2, 2981.6, 3071.1, -95.30000000000018, 14.9, 1.8547609499176232, 29.68, 122.8, 119.025, 132.0, 0.9645166764760044, 312.56, 87.55999999999995, 1306.02, 1310.54, 1393.58, 1353.9, 4.13, 10.37, 78.12, 151.14, 2518.6, 318.93, 57.3900000000001, 1330.08, 1313.07, 1370.46, 1343.62, 4.27, 11.15, 74.81, 144.12, 2507.3, 39.71, 36.8, 125.94, 556.0, -8.489, 39.9, 8.5, 10.0, 128.89, -0.0, 2.6, 0.0, 23.2, -0.9, -0.78, 0.56, 0.4, 0.1236507299945082, 139.0, 76.50999999999999, 40.8, 13290.180153223087, NaN, -4.167, 28.8, 14.0, -704.87, -600.0, -401.6, 41.5, 10.04
1.0, 2064.0, 3059.2, 2975.1, 3064.6, -89.40000000000009, 14.7, 1.7382096008749264, 29.68, 122.8, 119.025, 132.0, 0.9645166764760044, 311.73, 87.72000000000003, 1310.09, 1313.9, 1397.81, 1357.25, 4.14, 10.44, 78.04, 151.12, 2522.2, 317.95, 55.330000000000155, 1331.06, 1311.36, 1366.69, 1343.75, 4.26, 11.22, 74.67, 144.16, 2507.9, 39.57, 36.79, 124.29, 556.0, -8.413, 39.8, 8.5, 10.0, 127.1, -0.0, 2.6, -0.01, 23.2, -0.8, -0.8, 0.21, 0.3, 0.1158806400583284, 137.0, 76.36, 40.8, 13105.608638953017, NaN, -4.173, 28.8, 14.0, -647.01, -570.0, -393.7, 40.6, 10.14
1.0, 2057.0, 3049.2, 2968.2, 3057.7, -83.90000000000009, 14.5, 1.977710566534229, 29.68, 122.8, 119.025, 132.0, 0.9645166764760044, 310.99, 87.49000000000001, 1313.02, 1319.2, 1400.51, 1359.71, 4.36, 10.48, 78.25, 151.13, 2521.5, 317.06, 58.07999999999993, 1332.99, 1308.26, 1366.34, 1344.57, 4.26, 11.24, 74.66, 144.14, 2508.8, 39.52, 36.8, 122.71, 556.0, -8.338, 39.8, 8.5, 10.0, 125.42, -0.01, 2.6, -0.0, 23.2, -0.6, -0.73, 0.23, 0.4, 0.13184737110228192, 135.0, 76.32, 40.8, 12932.379508241444, NaN, -4.18, 28.8, 14.0, -610.91, -600.0, -409.4, 39.7, 10.22
1.0, 2051.0, 3039.2, 2961.9, 3051.4, -78.59999999999991, 14.6, 2.389277095634929, 29.68, 122.8, 119.025, 132.0, 0.9635407742738364, 310.18, 88.9699999999998, 1314.14, 1320.43, 1403.11, 1363.85, 4.44, 10.52, 78.05, 151.11, 2520.6, 316.15, 60.48000000000002, 1329.84, 1305.91, 1366.39, 1344.5, 4.18, 11.33, 74.58, 144.15, 2506.4, 39.46, 36.82, 121.18, 556.0, -8.264, 39.7, 8.0, 10.0, 123.85, -0.0, 2.6, 0.02, 23.5, -0.4, -0.49, 0.29, 0.4, 0.15928513970899527, 133.0, 76.28, 40.8, 12776.958288172613, NaN, -4.186, 28.8, 14.0, -608.09, -630.0, -409.4, 38.8, 10.29
1.0, 2045.0, 3028.2, 2955.6, 3045.1, -74.20000000000027, 14.9, 2.6961590131388213, 29.68, 122.8, 119.025, 132.0, 0.9635407742738364, 309.45, 87.77999999999997, 1316.75, 1324.63, 1404.53, 1367.17, 4.32, 11.05, 78.8, 151.09, 2535.8, 315.27, 59.63999999999987, 1330.0, 1308.46, 1368.1, 1348.07, 4.16, 12.43, 75.05, 144.16, 2542.7, 39.35, 36.72, 119.7, 556.0, -8.191, 39.7, 8.5, 10.0, 122.33, -0.0, 2.6, 0.03, 23.5, 0.1, -0.08, 0.4, 0.5, 0.17974393420925472, 132.0, 76.07, 40.8, 12620.147819072714, NaN, -4.192, 28.8, 14.0, -620.92, -600.0, -378.0, 38.0, 10.35
1.0, 2036.0, 3019.2, 2949.9, 3039.4, -70.19999999999982, 14.5, 2.7381952660457047, 29.68, 122.8, 119.025, 132.0, 0.9635407742738364, 308.68, 82.86999999999989, 1328.99, 1335.29, 1411.86, 1370.35, 4.3, 12.35, 79.04, 151.11, 2547.6, 314.41, 53.50999999999999, 1331.78, 1312.61, 1366.12, 1352.6, 4.32, 14.0, 75.28, 144.23, 2519.5, 39.21, 36.71, 118.59, 556.0, -8.119, 39.2, 8.5, 10.0, 120.83, -0.02, 2.6, 0.07, 23.5, 0.6, 0.49, 0.24, 0.6, 0.18254635106971365, 130.0, 75.92, 40.9, 12465.400645618867, NaN, -4.197, 28.8, 13.0, -612.49, -480.0, -303.1, 37.3, 10.4
1.0, 2033.0, 3012.2, 2946.7, 3036.2, -64.5, 14.3, 2.044743422632511, 29.68, 122.8, 119.025, 132.0, 0.9635407742738364, 308.03, 72.26999999999998, 1330.18, 1336.58, 1402.45, 1363.32, 4.33, 13.1, 78.04, 151.08, 2515.5, 313.65, 46.01999999999998, 1312.1, 1298.2, 1344.22, 1339.9, 4.71, 14.58, 74.25, 144.24, 2498.0, 39.1, 36.4, 117.72, 556.0, -8.048, 39.8, 8.5, 10.0, 119.45, 0.01, 2.6, 0.07, 23.5, 1.1, 1.05, 1.44, 0.9, 0.13631622817550074, 129.0, 75.5, 40.8, 12323.03324604133, NaN, -4.197, 28.8, 14.0, -569.51, -210.0, -192.9, 36.5, 10.43
1.0, 2031.0, 3012.2, 2945.3, 3034.8, -57.19999999999982, 14.7, 1.6965986326078484, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 307.42, 63.210000000000036, 1317.7, 1324.26, 1380.91, 1349.43, 4.62, 13.25, 78.09, 151.11, 2524.3, 312.98, 40.8599999999999, 1293.73, 1285.19, 1325.15, 1326.05, 5.02, 14.67, 74.72, 144.21, 2513.5, 39.0, 36.32, 116.59, 556.0, -7.976, 40.2, 8.5, 10.0, 118.45, 0.01, 2.6, 0.03, 23.8, 1.5, 1.41, 0.45, 0.5, 0.11310657550718989, 128.0, 75.32, 41.1, 12226.048959015689, NaN, -4.193, 28.8, 14.0, -373.28, -60.0, -90.6, 35.8, 10.46
1.0, 2031.0, 3010.2, 2944.9, 3034.4, -49.79999999999973, 14.7, 2.321875576359279, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 306.83, 53.36999999999989, 1308.42, 1313.56, 1361.79, 1335.92, 4.84, 13.27, 78.28, 151.13, 2520.9, 312.32, 40.17000000000007, 1281.84, 1275.56, 1314.31, 1315.73, 5.4, 14.69, 74.9, 144.23, 2505.8, 38.76, 36.37, 115.41, 556.0, -7.906, 39.8, 8.5, 10.0, 117.57, -0.0, 2.6, 0.03, 23.8, 1.7, 1.6, -0.3, 0.1, 0.1547917050906186, 127.0, 75.13, 41.1, 12135.218033866395, NaN, -4.188, 28.8, 14.0, -245.09, -150.0, -31.5, 35.1, 10.47
1.0, 2030.0, 3007.2, 2944.4, 3033.9, -43.59999999999991, 14.2, 2.4626491301161186, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 306.28, 47.97999999999979, 1300.89, 1306.11, 1348.87, 1325.33, 5.04, 13.27, 77.99, 151.18, 2521.9, 311.72, 36.049999999999955, 1270.57, 1270.24, 1304.29, 1306.29, 5.6, 14.7, 74.41, 144.22, 2506.1, 38.69, 36.24, 114.16, 556.0, -7.836, 39.7, 8.0, 10.0, 116.53, -0.01, 2.6, 0.03, 23.8, 1.9, 1.88, 0.54, 0.4, 0.16417660867440792, 125.0, 74.93, 41.0, 12027.872395053593, NaN, -4.183, 28.8, 14.0, -208.43, -120.0, 0.0, 34.4, 10.48
1.0, 2034.0, 3006.2, 2945.1, 3034.6, -36.5, 14.4, 2.12, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 305.82, 45.59999999999991, 1293.71, 1301.21, 1339.31, 1318.43, 5.24, 13.1, 77.88, 151.22, 2517.2, 311.22, 35.52999999999997, 1264.24, 1268.13, 1295.81, 1299.77, 5.83, 14.68, 74.33, 144.25, 2502.4, 38.65, 36.18, 112.9, 556.0, -7.767, 39.9, 8.5, 10.0, 115.34, -0.01, 2.6, 0.03, 23.8, 2.2, 2.12, 0.74, 0.5, 0.14133333333333334, 124.0, 74.83, 41.0, 11905.044212181254, NaN, -4.175, 28.8, 14.0, -148.34, 0.0, 27.6, 33.8, 10.48
1.0, 2036.0, 3007.2, 2947.1, 3036.6, -28.0, 14.7, 2.35868388475463, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 305.33, 43.98000000000002, 1292.09, 1297.23, 1336.07, 1316.76, 5.39, 12.98, 77.76, 151.25, 2519.7, 310.75, 34.75999999999999, 1260.26, 1265.84, 1292.74, 1295.02, 6.03, 14.64, 74.53, 144.26, 2505.8, 38.66, 36.2, 111.6, 556.0, -7.699, 39.7, 8.0, 10.0, 114.16, -0.01, 2.6, 0.01, 23.8, 2.3, 2.21, 0.29, 0.4, 0.15724559231697535, 123.0, 74.86, 41.2, 11783.248198912883, NaN, -4.165, 28.8, 13.0, -66.55, -30.0, 55.1, 33.2, 10.47
1.0, 2040.0, 3005.2, 2947.9, 3037.4, -20.299999999999727, 14.4, 2.9312235803863613, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 304.82, 45.3599999999999, 1290.95, 1294.84, 1336.31, 1315.89, 5.44, 12.92, 78.18, 151.32, 2528.0, 310.21, 32.87999999999988, 1259.43, 1264.65, 1290.69, 1292.31, 6.04, 14.62, 74.39, 144.32, 2504.5, 38.65, 36.1, 110.29, 556.0, -7.632, 39.6, 8.5, 10.0, 112.93, -0.0, 2.6, 0.01, 23.8, 2.4, 2.33, 0.2, 0.5, 0.19541490535909076, 122.0, 74.75, 41.0, 11656.291337624667, NaN, -4.158, 28.8, 14.0, -63.78, -120.0, 43.3, 32.6, 10.45
1.0, 2038.0, 3003.2, 2948.9, 3038.5, -12.900000000000091, 14.2, 3.036287974445288, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 304.42, 46.07999999999993, 1288.39, 1292.35, 1334.47, 1314.58, 5.53, 13.02, 78.16, 151.36, 2524.1, 309.77, 33.0, 1257.4, 1262.74, 1287.36, 1290.4, 6.23, 14.64, 74.37, 144.41, 2506.9, 38.64, 36.02, 109.05, 556.0, -7.565, 39.7, 8.5, 10.0, 111.6, 0.01, 2.6, 0.02, 23.8, 2.6, 2.58, 0.81, 0.6, 0.20241919829635255, 120.0, 74.66, 41.0, 11519.012780296756, NaN, -4.15, 28.8, 14.0, -88.68, -90.0, 55.1, 32.0, 10.43
1.0, 2039.0, 3002.2, 2950.1, 3039.7, -5.400000000000091, 14.3, 3.1178591621923286, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 304.0, 41.98000000000002, 1288.11, 1291.0, 1330.09, 1311.08, 5.58, 13.06, 77.82, 151.4, 2519.6, 309.35, 29.930000000000064, 1258.83, 1259.79, 1284.94, 1288.76, 6.37, 14.66, 74.49, 144.48, 2506.5, 38.63, 35.97, 107.77, 556.0, -7.499, 39.8, 8.5, 10.0, 110.27, 0.01, 2.6, 0.02, 23.8, 2.8, 2.81, 0.66, 0.6, 0.20785727747948857, 119.0, 74.6, 41.2, 11381.734222968846, NaN, -4.142, 28.8, 14.0, -80.65, -60.0, 70.9, 31.5, 10.41
1.0, 2041.0, 3001.2, 2951.9, 3041.4, 2.0, 14.5, 3.3015605154774605, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 303.57, 40.930000000000064, 1286.3, 1291.16, 1327.23, 1308.86, 5.67, 13.06, 77.88, 151.46, 2522.1, 308.92, 30.460000000000036, 1257.18, 1258.69, 1285.68, 1287.64, 6.39, 14.64, 74.41, 144.52, 2504.7, 38.61, 36.02, 106.48, 556.0, -7.435, 39.7, 8.0, 10.0, 108.96, 0.01, 2.6, 0.01, 23.8, 3.0, 2.99, 0.26, 0.5, 0.22010403436516404, 117.0, 74.63, 41.1, 11246.520004848875, NaN, -4.133, 28.8, 14.0, -80.02, -60.0, 82.7, 31.0, 10.37
1.0, 2039.0, 3000.2, 2953.2, 3042.8, 6.600000000000364, 14.3, 3.3976168134597273, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 303.15, 44.40000000000009, 1281.56, 1291.51, 1325.96, 1308.01, 5.68, 13.06, 78.01, 151.51, 2525.5, 308.52, 31.77000000000021, 1254.12, 1258.12, 1282.49, 1285.89, 6.49, 14.62, 74.15, 144.62, 2506.2, 38.57, 35.99, 105.18, 556.0, -7.37, 39.6, 8.5, 10.0, 107.69, 0.0, 2.6, 0.03, 24.0, 3.2, 3.24, 0.37, 0.5, 0.22650778756398182, 116.0, 74.56, 41.1, 11119.178926920238, NaN, -4.125, 28.7, 14.0, -79.87, -30.0, 90.6, 30.5, 10.33
1.0, 2043.0, 3000.2, 2954.2, 3043.7, 8.899999999999636, 14.1, 3.250607051115704, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 302.83, 45.17000000000007, 1278.71, 1291.51, 1323.88, 1305.84, 5.68, 13.11, 77.84, 151.59, 2520.5, 308.15, 35.54000000000019, 1251.12, 1256.06, 1278.93, 1286.66, 6.52, 14.67, 74.59, 144.7, 2506.1, 38.47, 35.95, 103.92, 556.0, -7.307, 39.6, 8.0, 10.0, 106.49, 0.0, 2.6, 0.02, 24.0, 3.4, 3.41, 0.55, 0.6, 0.21670713674104694, 115.0, 74.42, 41.1, 10995.276849547183, NaN, -4.118, 28.8, 13.0, -59.4, 30.0, 106.3, 30.0, 10.28
1.0, 2045.0, 3001.2, 2956.1, 3045.7, 11.299999999999727, 14.2, 3.278713838370682, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 302.44, 48.5, 1275.53, 1291.76, 1324.03, 1304.46, 5.79, 14.0, 78.34, 151.64, 2542.9, 307.79, 35.700000000000045, 1249.85, 1254.4, 1278.21, 1285.55, 6.56, 15.64, 74.71, 144.71, 2531.6, 38.33, 35.98, 102.69, 556.0, -7.245, 39.6, 8.5, 10.0, 105.24, 0.0, 2.6, 0.02, 24.0, 3.5, 3.44, 0.49, 0.6, 0.21858092255804545, 113.0, 74.31, 41.1, 10866.212185616918, NaN, -4.109, 28.8, 13.0, -25.9, 30.0, 118.1, 29.5, 10.24
1.0, 2044.0, 3001.2, 2958.2, 3047.8, 13.900000000000091, 14.5, 3.1035802874510705, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 302.05, 48.72000000000003, 1270.67, 1290.49, 1319.39, 1301.99, 6.19, 16.09, 78.45, 151.75, 2533.0, 307.39, 34.41000000000008, 1250.37, 1255.12, 1277.23, 1284.78, 6.78, 17.53, 75.38, 144.74, 2532.5, 38.14, 35.88, 102.03, 556.0, -7.183, 39.9, 8.5, 10.0, 104.0, 0.01, 2.6, 0.01, 24.0, 3.5, 3.43, 0.73, 0.5, 0.20690535249673803, 112.0, 74.02000000000001, 41.2, 10738.180038998094, NaN, -4.099, 28.8, 14.0, -0.31, 60.0, 126.0, 29.1, 10.18
1.0, 2047.0, 3003.2, 2960.5, 3050.1, 15.5, 14.1, 2.4322447461931507, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 301.77, 46.51000000000022, 1258.37, 1281.32, 1304.88, 1292.68, 6.67, 17.58, 78.07, 151.78, 2533.0, 307.08, 36.809999999999945, 1244.75, 1250.17, 1269.94, 1281.56, 7.24, 18.98, 74.71, 144.78, 2520.4, 37.69, 35.7, 101.86, 556.0, -7.122, 39.9, 8.5, 10.0, 103.11, -0.0, 2.6, -0.0, 24.0, 3.4, 3.42, 0.26, 0.4, 0.16214964974621005, 111.0, 73.39, 41.2, 10646.285998279745, NaN, -4.09, 28.8, 14.0, 37.62, 180.0, 137.8, 28.7, 10.12
1.0, 2049.0, 3007.2, 2962.8, 3052.3, 15.700000000000273, 13.9, 1.876781278757584, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 301.5, 47.56000000000017, 1245.62, 1271.67, 1293.18, 1281.22, 7.28, 19.1, 78.62, 151.77, 2546.6, 306.87, 38.09999999999991, 1240.63, 1243.53, 1261.7, 1278.73, 7.64, 20.36, 75.2, 144.9, 2542.6, 37.43, 35.75, 101.88, 556.0, -7.059, 40.3, 8.0, 10.0, 102.63, 0.0, 2.6, -0.01, 24.0, 3.2, 3.2, 0.4, 0.2, 0.12511875191717226, 111.0, 73.18, 41.3, 10596.725167330522, NaN, -4.08, 28.8, 14.0, 88.58, 240.0, 133.9, 28.3, 10.06
1.0, 2051.0, 3011.2, 2964.6, 3054.2, 16.799999999999727, 14.3, 1.5261361948265602, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 301.29, 47.549999999999955, 1236.71, 1267.08, 1284.26, 1273.16, 8.04, 20.48, 78.35, 151.82, 2535.6, 306.68, 38.16000000000008, 1241.74, 1241.5, 1257.7, 1279.66, 8.22, 21.46, 75.0, 144.98, 2528.1, 37.0, 35.79, 102.34, 556.0, -6.997, 40.5, 8.5, 10.0, 102.58, 0.01, 2.6, -0.02, 24.0, 2.9, 2.85, 0.18, -0.1, 0.10174241298843736, 110.0, 72.78999999999999, 41.5, 10591.562580773312, NaN, -4.071, 28.8, 14.0, 168.96, 240.0, 122.0, 27.9, 10.0
1.0, 2053.0, 3015.2, 2966.8, 3056.3, 17.800000000000182, 14.2, 1.2460312147984907, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 301.19, 49.309999999999945, 1230.17, 1266.34, 1279.48, 1268.75, 8.71, 21.37, 78.26, 151.87, 2536.0, 306.63, 41.590000000000146, 1238.1, 1241.87, 1256.73, 1279.69, 8.8, 22.19, 74.93, 145.07, 2527.9, 36.68, 35.74, 103.0, 556.0, -6.933, 40.6, 8.0, 10.0, 102.97, 0.01, 2.6, -0.03, 24.0, 2.4, 2.4, -0.33, -0.4, 0.08306874765323272, 111.0, 72.42, 41.4, 10631.830755919556, NaN, -4.062, 28.8, 13.0, 215.54, 210.0, 82.7, 27.6, 9.94
1.0, 2053.0, 3018.2, 2967.1, 3056.7, 17.0, 13.8, 1.3050085687493413, 29.68, 122.8, 119.025, 132.0, 0.9619186517582239, 301.17, 47.6099999999999, 1225.92, 1263.91, 1273.53, 1269.29, 9.35, 22.13, 78.22, 151.98, 2538.8, 306.7, 45.48000000000002, 1233.36, 1244.34, 1256.56, 1278.84, 9.31, 22.85, 74.91, 145.13, 2532.5, 36.5, 35.61, 103.88, 556.0, -6.871, 40.5, 8.0, 10.0, 103.66, 0.01, 2.6, -0.03, 24.0, 1.9, 1.96, -0.64, -0.5, 0.0870005712499561, 112.0, 72.11, 41.4, 10703.074450409062, NaN, -4.056, 28.8, 13.0, 203.57, 120.0, 23.6, 27.4, 9.88
1.0, 2053.0, 3019.2, 2966.6, 3056.1, 14.699999999999818, 13.9, 1.2452664222996932, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 301.3, 46.669999999999845, 1223.65, 1264.4, 1270.32, 1270.24, 9.86, 22.4, 77.64, 152.18, 2520.1, 306.92, 50.710000000000036, 1229.99, 1250.33, 1256.26, 1280.7, 9.77, 23.03, 74.7, 145.14, 2517.8, 36.27, 35.59, 104.95, 556.0, -6.806, 40.4, 8.5, 10.0, 104.54, 0.01, 2.6, -0.02, 23.8, 1.5, 1.57, -0.64, -0.5, 0.08301776148664622, 113.0, 71.86000000000001, 41.4, 10790.301039894472, NaN, -4.052, 28.8, 14.0, 159.51, 60.0, -31.5, 27.3, 9.83
1.0, 2047.0, 3020.2, 2965.1, 3054.6, 11.799999999999727, 14.1, 1.0691875365382697, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 301.5, 49.6400000000001, 1220.6, 1264.39, 1268.67, 1270.24, 10.25, 22.29, 77.81, 152.3, 2524.8, 307.22, 58.48000000000002, 1223.94, 1256.74, 1254.06, 1282.42, 10.13, 22.94, 74.63, 145.18, 2520.4, 36.19, 35.61, 106.02, 556.0, -6.742, 40.3, 8.5, 10.0, 105.55, 0.01, 2.6, -0.02, 23.8, 1.1, 1.23, -0.48, -0.4, 0.07127916910255132, 114.0, 71.8, 41.3, 10894.550169895365, NaN, -4.05, 28.8, 14.0, 112.93, 30.0, -86.6, 27.2, 9.77
1.0, 2045.0, 3020.2, 2962.9, 3052.5, 8.800000000000182, 14.0, 1.0891538214819159, 29.68, 122.8, 119.025, 132.0, 0.962566844919786, 301.84, 54.440000000000055, 1214.83, 1266.71, 1269.27, 1267.63, 10.51, 22.13, 77.85, 152.38, 2527.6, 307.65, 61.34999999999991, 1220.76, 1261.82, 1251.97, 1282.11, 10.43, 22.83, 74.66, 145.22, 2522.2, 36.21, 35.65, 107.11, 556.0, -6.676, 40.2, 8.0, 10.0, 106.65, 0.0, 2.6, -0.01, 23.8, 0.8, 0.93, -0.27, -0.3, 0.07261025476546105, 115.0, 71.86, 41.3, 11008.088826331981, NaN, -4.049, 28.8, 14.0, 65.23, -30.0, -133.9, 27.2, 9.73
